using device: cuda:0
reading train images...
preprocessing train volumes...
cropping train volumes...
padding train volumes...
resizing train volumes...
normalizing train volumes...
done creating train dataset
reading validation images...
preprocessing validation volumes...
cropping validation volumes...
padding validation volumes...
resizing validation volumes...
normalizing validation volumes...
done creating validation dataset
epoch 1 | loss: 0.8168336528425033
epoch 1 | val_loss: 0.9193098431541806
epoch 1 | val_dsc: 0.6797037671190818
epoch 2 | loss: 0.7753909955231043
epoch 2 | val_loss: 0.9056682700202578
epoch 2 | val_dsc: 0.550611637104182
epoch 3 | loss: 0.7363320904282423
epoch 3 | val_loss: 0.8889973191987901
epoch 3 | val_dsc: 0.6987455319814814
epoch 4 | loss: 0.6896044841179481
epoch 4 | val_loss: 0.8647011944225856
epoch 4 | val_dsc: 0.7229041409115168
epoch 5 | loss: 0.6328138949779364
epoch 5 | val_loss: 0.833759259609949
epoch 5 | val_dsc: 0.7504691087145703
epoch 6 | loss: 0.5692406540306715
epoch 6 | val_loss: 0.7980692102795556
epoch 6 | val_dsc: 0.7762959437322964
epoch 7 | loss: 0.5053697153925896
epoch 7 | val_loss: 0.7635980560666039
epoch 7 | val_dsc: 0.7939752466637702
epoch 8 | loss: 0.4280834272503853
epoch 8 | val_loss: 0.7225073235375541
epoch 8 | val_dsc: 0.8256273085807544
epoch 9 | loss: 0.36598146678163457
epoch 9 | val_loss: 0.6864418728010995
epoch 9 | val_dsc: 0.8649919342300036
epoch 10 | loss: 0.31033414287062794
epoch 10 | val_loss: 0.6411606413977486
epoch 10 | val_dsc: 0.8363490734621571
epoch 11 | loss: 0.2595075535086485
epoch 11 | val_loss: 0.6055133427892413
epoch 11 | val_dsc: 0.81595111566205
epoch 12 | loss: 0.22812438670259255
epoch 12 | val_loss: 0.6036155961808705
epoch 12 | val_dsc: 0.7170972184096133
epoch 13 | loss: 0.20554422673124534
epoch 13 | val_loss: 0.5408756534258524
epoch 13 | val_dsc: 0.8669750867136985
epoch 14 | loss: 0.17166137150846994
epoch 14 | val_loss: 0.5161406993865967
epoch 14 | val_dsc: 0.8530404721057157
epoch 15 | loss: 0.14917729709010857
epoch 15 | val_loss: 0.4940384654771714
epoch 15 | val_dsc: 0.8585314826201931
epoch 16 | loss: 0.13182097816696534
epoch 16 | val_loss: 0.480980308282943
epoch 16 | val_dsc: 0.8489101022340512
epoch 17 | loss: 0.11856095664776288
epoch 17 | val_loss: 0.4578613979475839
epoch 17 | val_dsc: 0.8555855419968523
epoch 18 | loss: 0.1123643173621251
epoch 18 | val_loss: 0.44824675151279997
epoch 18 | val_dsc: 0.838368998557882
epoch 19 | loss: 0.10032865032553673
epoch 19 | val_loss: 0.43611905688331243
epoch 19 | val_dsc: 0.8342741830371967
epoch 20 | loss: 0.09066892472597268
epoch 20 | val_loss: 0.41991857403800603
epoch 20 | val_dsc: 0.8479876067636927
epoch 21 | loss: 0.08422951830121186
epoch 21 | val_loss: 0.41773568448566256
epoch 21 | val_dsc: 0.8400709724074227
epoch 22 | loss: 0.0792969582745662
epoch 22 | val_loss: 0.4066042814935957
epoch 22 | val_dsc: 0.847051724929378
epoch 23 | loss: 0.07297216928922214
epoch 23 | val_loss: 0.4015687590553647
epoch 23 | val_dsc: 0.8401804168147586
epoch 24 | loss: 0.06896530693540207
epoch 24 | val_loss: 0.3969896237055461
epoch 24 | val_dsc: 0.8400196596513277
epoch 25 | loss: 0.06742501000945385
epoch 25 | val_loss: 0.39007322845004855
epoch 25 | val_dsc: 0.8375010099982634
epoch 26 | loss: 0.07036173429626685
epoch 26 | val_loss: 0.38697030430748347
epoch 26 | val_dsc: 0.8366812662375185
epoch 27 | loss: 0.06651563483935136
epoch 27 | val_loss: 0.3870945203871954
epoch 27 | val_dsc: 0.8310775514497302
epoch 28 | loss: 0.060637860057445675
epoch 28 | val_loss: 0.3723051945368449
epoch 28 | val_dsc: 0.8433263844846582
epoch 29 | loss: 0.05730616616515013
epoch 29 | val_loss: 0.37599347602753413
epoch 29 | val_dsc: 0.8336961513178525
epoch 30 | loss: 0.05420580964822035
epoch 30 | val_loss: 0.3586605247997102
epoch 30 | val_dsc: 0.8485528424623577
epoch 31 | loss: 0.054598598526074335
epoch 31 | val_loss: 0.37303140617552255
epoch 31 | val_dsc: 0.833850131103258
epoch 32 | loss: 0.06202057290535707
epoch 32 | val_loss: 0.366562857514336
epoch 32 | val_dsc: 0.8322312122579059
epoch 33 | loss: 0.0531578127008218
epoch 33 | val_loss: 0.3354811214265369
epoch 33 | val_dsc: 0.8574997159612666
epoch 34 | loss: 0.048023149371147156
epoch 34 | val_loss: 0.3342137535413106
epoch 34 | val_dsc: 0.852164998847625
epoch 35 | loss: 0.04571445773427303
epoch 35 | val_loss: 0.34190501485552105
epoch 35 | val_dsc: 0.8433753445743172
epoch 36 | loss: 0.04466881889563341
epoch 36 | val_loss: 0.3376951785314651
epoch 36 | val_dsc: 0.8410451087859089
epoch 37 | loss: 0.044718741510923095
epoch 37 | val_loss: 0.3343109346571423
epoch 37 | val_dsc: 0.840674621547592
epoch 38 | loss: 0.04627755141028991
epoch 38 | val_loss: 0.3308813912527902
epoch 38 | val_dsc: 0.845435850029029
epoch 39 | loss: 0.04508096266251344
epoch 39 | val_loss: 0.32849063759758357
epoch 39 | val_dsc: 0.8547817512272455
epoch 40 | loss: 0.04243776345482239
epoch 40 | val_loss: 0.33564919517153785
epoch 40 | val_dsc: 0.8482521987397378
epoch 41 | loss: 0.040512678428338125
epoch 41 | val_loss: 0.34621475424085346
epoch 41 | val_dsc: 0.8303184439611918
epoch 42 | loss: 0.039356170365443595
epoch 42 | val_loss: 0.34013092517852783
epoch 42 | val_dsc: 0.8377610198678018
epoch 43 | loss: 0.03858134609002333
epoch 43 | val_loss: 0.3286906424022856
epoch 43 | val_dsc: 0.8426373697652403
epoch 44 | loss: 0.03768646774383692
epoch 44 | val_loss: 0.3252469272840591
epoch 44 | val_dsc: 0.847050091018653
epoch 45 | loss: 0.037855740350026354
epoch 45 | val_loss: 0.3273735926264808
epoch 45 | val_dsc: 0.8574906489485041
epoch 46 | loss: 0.07543367519974709
epoch 46 | val_loss: 0.3461196848324367
epoch 46 | val_dsc: 0.8334869265569618
epoch 47 | loss: 0.049491072789980814
epoch 47 | val_loss: 0.33012281145368305
epoch 47 | val_dsc: 0.8363599358290921
epoch 48 | loss: 0.03955047205090523
epoch 48 | val_loss: 0.32689169475010466
epoch 48 | val_dsc: 0.8373261421228506
epoch 49 | loss: 0.03680201161366243
epoch 49 | val_loss: 0.3326792007400876
epoch 49 | val_dsc: 0.8202346934777968
epoch 50 | loss: 0.03558863441531475
epoch 50 | val_loss: 0.3298281573113941
epoch 50 | val_dsc: 0.8207771300228348
epoch 51 | loss: 0.03514456806274561
epoch 51 | val_loss: 0.3301689681552705
epoch 51 | val_dsc: 0.8270191205930784
epoch 52 | loss: 0.035141923679755285
epoch 52 | val_loss: 0.33270626408713205
epoch 52 | val_dsc: 0.8164312342942704
epoch 53 | loss: 0.03574304597882124
epoch 53 | val_loss: 0.329342524210612
epoch 53 | val_dsc: 0.8180403719454024
epoch 54 | loss: 0.03540232204473936
epoch 54 | val_loss: 0.32902844179244267
epoch 54 | val_dsc: 0.8180496745208948
epoch 55 | loss: 0.03442755484810242
epoch 55 | val_loss: 0.33050720180783955
epoch 55 | val_dsc: 0.8161485929732489
epoch 56 | loss: 0.03338474235855616
epoch 56 | val_loss: 0.3396461237044561
epoch 56 | val_dsc: 0.8173856430263653
epoch 57 | loss: 0.032552783305828385
epoch 57 | val_loss: 0.3427910492533729
epoch 57 | val_dsc: 0.8173412488118512
epoch 58 | loss: 0.031476487047397174
epoch 58 | val_loss: 0.3338890302748907
epoch 58 | val_dsc: 0.8266354065268159
epoch 59 | loss: 0.031125507962245207
epoch 59 | val_loss: 0.3391481836636861
epoch 59 | val_dsc: 0.8247771621027858
epoch 60 | loss: 0.03113863502557461
epoch 60 | val_loss: 0.34970619281133014
epoch 60 | val_dsc: 0.8161656885502859
epoch 61 | loss: 0.03119153529405594
epoch 61 | val_loss: 0.3393991050266084
epoch 61 | val_dsc: 0.8135738283451295
epoch 62 | loss: 0.03232531908612985
epoch 62 | val_loss: 0.34972251596904935
epoch 62 | val_dsc: 0.8099511528571501
epoch 63 | loss: 0.032907806910001315
epoch 63 | val_loss: 0.3216025573866708
epoch 63 | val_dsc: 0.8136282649708079
epoch 64 | loss: 0.03190507424565462
epoch 64 | val_loss: 0.33735246317727224
epoch 64 | val_dsc: 0.8260105731358489
epoch 65 | loss: 0.030927441441095792
epoch 65 | val_loss: 0.3360345789364406
epoch 65 | val_dsc: 0.8188481397221633
epoch 66 | loss: 0.03130909571280846
epoch 66 | val_loss: 0.346477971190498
epoch 66 | val_dsc: 0.8348927885376533
epoch 67 | loss: 0.031559053235329114
epoch 67 | val_loss: 0.3156960776873997
epoch 67 | val_dsc: 0.8343434394376861
epoch 68 | loss: 0.03036158302655587
epoch 68 | val_loss: 0.3074642107600257
epoch 68 | val_dsc: 0.8308868986225662
epoch 69 | loss: 0.028942199280628793
epoch 69 | val_loss: 0.31929441009249004
epoch 69 | val_dsc: 0.8314861224638712
epoch 70 | loss: 0.028489533238686048
epoch 70 | val_loss: 0.31455386536461966
epoch 70 | val_dsc: 0.8358874902219174
epoch 71 | loss: 0.028548825532197952
epoch 71 | val_loss: 0.31112935145696
epoch 71 | val_dsc: 0.8321932576334709
epoch 72 | loss: 0.02866662494265116
